account,month,event_group,fee_type,sku,asin,amount,qty
NEXLEV,2026-08,Refund,GiftwrapChargeback,FBA79991,B0GN85NZQN,0.0,29.0
NEXLEV,2026-08,Refund,GiftwrapChargeback,FBA79992,B0GN94YDY2,0.0,4.0
NEXLEV,2026-08,Refund,GiftwrapChargeback,FBA79993,B0GN8WW6BC,0.0,3.0
NEXLEV,2026-08,Refund,GiftwrapChargeback,FBA80113,B0GYS6CJD9,0.0,3.0
NEXLEV,2026-08,Refund,GiftwrapChargeback,FBK79271,B0DQ8W1RBV,0.0,2.0
NEXLEV,2026-08,Refund,GiftwrapChargeback,FBK79347,B0D842173P,0.0,1.0
NEXLEV,2026-08,Refund,GiftwrapChargeback,FBK79591,B0F29SZCVF,0.0,1.0
NEXLEV,2026-08,Refund,GiftwrapChargeback,FBK79714,,0.0,1.0
NEXLEV,2026-08,Refund,GiftwrapChargeback,FBK80015,B0GKNGWLJ2,0.0,1.0
NEXLEV,2026-08,Refund,GiftwrapChargeback,FBK80024,B0GLHC8CB3,0.0,1.0
NEXLEV,2026-08,Refund,GiftwrapChargeback,FBP79350,B0D67727VG,0.0,6.0
NEXLEV,2026-08,Refund,GiftwrapCommission,FBM79773,,0.0,4.0
NEXLEV,2026-08,Refund,RefundCommission,FBA78980,B0CDPMX152,-908.6000000000001,13.0
NEXLEV,2026-08,Refund,RefundCommission,FBA78981,B0CDPP45BM,-6490.000000000001,83.0
NEXLEV,2026-08,Refund,RefundCommission,FBA78995,B0CDQ55W2M,-100.3,1.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79229,B0CQX9ZZMH,0.0,1.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79263,B0CYSLCRQS,-2596.0,28.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79273,B0D2LKB4BJ,-100.3,1.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79276,B0D2LJSQXZ,-259.6,8.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79277,B0D672NXC8,-129.8,1.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79279,B0D8445KJN,-100.3,1.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79280,B0D845B2DG,0.0,1.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79332,B0D63FKYZ5,0.0,1.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79349,B0D9KDQCCM,-902.6999999999999,13.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79373,B0D2P5TGWK,-141.60000000000002,5.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79374,B0D2P7WLJB,-47.2,1.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79381,B0D9KCNVNM,-129.8,1.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79405,B0D9KFP4MG,-259.6,7.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79406,B0DCK3N2JJ,-259.6,7.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79436,B0DGTGKPJR,-94.4,3.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79439,B0DCK7ZH5P,-1427.8000000000002,17.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79440,B0DCGHKRXX,-129.8,2.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79452,B0DCGHVN81,-519.2,10.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79463,B0DCK56Q85,-129.8,3.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79467,B0DK9LYT4P,-100.3,1.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79469,B0DCK4DR1B,0.0,2.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79472,B0DFCDZWND,0.0,1.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79480,B0DDC3GVZW,-129.8,1.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79488,B0DFCG2VGS,-129.8,2.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79492,B0DT6Y7KJM,0.0,1.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79493,B0DQCWRG3H,-1817.2000000000003,75.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79567,B0DNJS23HS,-4283.400000000001,55.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79570,B0DKJXRXKM,-259.6,3.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79590,B0DM6BB3VT,-259.6,3.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79596,B0DMT19RWC,-129.8,1.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79606,B0F2N37819,-47.2,1.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79652,B0F43P6D23,-7009.200000000001,67.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79673,B0FJG5PFGQ,-200.6,3.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79679,B0DVC7VJP1,-519.2,7.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79682,B0DVC8NYY2,-259.6,3.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79686,B0DV94R4QD,0.0,1.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79689,B0DVSZ2VVJ,-129.8,1.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79692,B0DVC58QPZ,0.0,1.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79698,B0DTK4FY1G,-129.8,1.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79699,B0DTYDTKN8,-129.8,2.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79721,B0F2N4N83Y,-141.60000000000002,4.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79771,B0F678L8YT,0.0,1.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79773,B0F74DJYG6,-472.0,13.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79775,B0F67775SH,-141.60000000000002,3.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79811,B0FSF1N457,-100.3,5.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79812,B0FS6TB7CP,-259.6,6.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79843,B0FMF1D9NV,-47.2,1.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79849,B0FPGDVVCX,-259.6,3.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79971,B0GGHZWMVW,-2076.8,25.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79984,B0GM1CZC7Y,-259.6,6.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79989,B0GN86G345,-259.6,2.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79991,B0GN85NZQN,-2076.8,29.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79992,B0GN94YDY2,-129.8,4.0
NEXLEV,2026-08,Refund,RefundCommission,FBA79993,B0GN8WW6BC,-259.6,3.0
NEXLEV,2026-08,Refund,RefundCommission,FBA80113,B0GYS6CJD9,-94.4,3.0
NEXLEV,2026-08,Refund,RefundCommission,FBK79271,B0DQ8W1RBV,-129.8,2.0
NEXLEV,2026-08,Refund,RefundCommission,FBK79347,B0D842173P,0.0,1.0
NEXLEV,2026-08,Refund,RefundCommission,FBK79591,B0F29SZCVF,0.0,1.0
NEXLEV,2026-08,Refund,RefundCommission,FBK79714,,-47.2,1.0
NEXLEV,2026-08,Refund,RefundCommission,FBK80015,B0GKNGWLJ2,-129.8,1.0
NEXLEV,2026-08,Refund,RefundCommission,FBK80024,B0GLHC8CB3,0.0,1.0
NEXLEV,2026-08,Refund,RefundCommission,FBM79773,,-188.8,4.0
NEXLEV,2026-08,Refund,RefundCommission,FBP79350,B0D67727VG,-129.8,6.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA78980,B0CDPMX152,138.0,13.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA78981,B0CDPP45BM,277.0,83.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA78995,B0CDQ55W2M,0.0,1.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79229,B0CQX9ZZMH,0.0,1.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79263,B0CYSLCRQS,0.0,28.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79273,B0D2LKB4BJ,0.0,1.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79276,B0D2LJSQXZ,59.0,8.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79277,B0D672NXC8,0.0,1.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79279,B0D8445KJN,0.0,1.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79280,B0D845B2DG,0.0,1.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79332,B0D63FKYZ5,0.0,1.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79349,B0D9KDQCCM,0.0,13.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79373,B0D2P5TGWK,40.0,5.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79374,B0D2P7WLJB,0.0,1.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79381,B0D9KCNVNM,0.0,1.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79405,B0D9KFP4MG,0.0,7.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79406,B0DCK3N2JJ,79.0,7.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79436,B0DGTGKPJR,0.0,3.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79439,B0DCK7ZH5P,0.0,17.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79440,B0DCGHKRXX,0.0,2.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79452,B0DCGHVN81,0.0,10.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79463,B0DCK56Q85,0.0,3.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79467,B0DK9LYT4P,0.0,1.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79469,B0DCK4DR1B,79.0,2.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79472,B0DFCDZWND,0.0,1.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79480,B0DDC3GVZW,0.0,1.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79488,B0DFCG2VGS,0.0,2.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79492,B0DT6Y7KJM,0.0,1.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79493,B0DQCWRG3H,118.0,75.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79567,B0DNJS23HS,0.0,55.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79570,B0DKJXRXKM,0.0,3.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79590,B0DM6BB3VT,99.0,3.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79596,B0DMT19RWC,0.0,1.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79606,B0F2N37819,0.0,1.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79652,B0F43P6D23,0.0,67.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79673,B0FJG5PFGQ,0.0,3.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79679,B0DVC7VJP1,0.0,7.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79682,B0DVC8NYY2,0.0,3.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79686,B0DV94R4QD,0.0,1.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79689,B0DVSZ2VVJ,0.0,1.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79692,B0DVC58QPZ,0.0,1.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79698,B0DTK4FY1G,0.0,1.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79699,B0DTYDTKN8,0.0,2.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79721,B0F2N4N83Y,0.0,4.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79771,B0F678L8YT,0.0,1.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79773,B0F74DJYG6,0.0,13.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79775,B0F67775SH,0.0,3.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79811,B0FSF1N457,0.0,5.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79812,B0FS6TB7CP,59.0,6.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79843,B0FMF1D9NV,0.0,1.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79849,B0FPGDVVCX,0.0,3.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79971,B0GGHZWMVW,0.0,25.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79984,B0GM1CZC7Y,0.0,6.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79989,B0GN86G345,0.0,2.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79991,B0GN85NZQN,0.0,29.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79992,B0GN94YDY2,0.0,4.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA79993,B0GN8WW6BC,0.0,3.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBA80113,B0GYS6CJD9,0.0,3.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBK79271,B0DQ8W1RBV,0.0,2.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBK79347,B0D842173P,79.0,1.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBK79591,B0F29SZCVF,0.0,1.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBK79714,,0.0,1.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBK80015,B0GKNGWLJ2,0.0,1.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBK80024,B0GLHC8CB3,0.0,1.0
NEXLEV,2026-08,Refund,ShippingChargeback,FBP79350,B0D67727VG,0.0,6.0
NEXLEV,2026-08,Refund,ShippingHB,FBM79773,,0.0,4.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA78980,B0CDPMX152,0.0,13.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA78981,B0CDPP45BM,0.0,83.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA78995,B0CDQ55W2M,0.0,1.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79229,B0CQX9ZZMH,0.0,1.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79263,B0CYSLCRQS,0.0,28.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79273,B0D2LKB4BJ,0.0,1.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79276,B0D2LJSQXZ,0.0,8.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79277,B0D672NXC8,0.0,1.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79279,B0D8445KJN,0.0,1.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79280,B0D845B2DG,0.0,1.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79332,B0D63FKYZ5,0.0,1.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79349,B0D9KDQCCM,0.0,13.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79373,B0D2P5TGWK,0.0,5.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79374,B0D2P7WLJB,0.0,1.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79381,B0D9KCNVNM,0.0,1.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79405,B0D9KFP4MG,0.0,7.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79406,B0DCK3N2JJ,0.0,7.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79436,B0DGTGKPJR,0.0,3.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79439,B0DCK7ZH5P,0.0,17.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79440,B0DCGHKRXX,0.0,2.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79452,B0DCGHVN81,0.0,10.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79463,B0DCK56Q85,0.0,3.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79467,B0DK9LYT4P,0.0,1.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79469,B0DCK4DR1B,0.0,2.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79472,B0DFCDZWND,0.0,1.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79480,B0DDC3GVZW,0.0,1.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79488,B0DFCG2VGS,0.0,2.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79492,B0DT6Y7KJM,0.0,1.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79493,B0DQCWRG3H,0.0,75.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79567,B0DNJS23HS,0.0,55.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79570,B0DKJXRXKM,0.0,3.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79590,B0DM6BB3VT,0.0,3.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79596,B0DMT19RWC,0.0,1.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79606,B0F2N37819,0.0,1.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79652,B0F43P6D23,0.0,67.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79673,B0FJG5PFGQ,0.0,3.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79679,B0DVC7VJP1,0.0,7.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79682,B0DVC8NYY2,0.0,3.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79686,B0DV94R4QD,0.0,1.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79689,B0DVSZ2VVJ,0.0,1.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79692,B0DVC58QPZ,0.0,1.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79698,B0DTK4FY1G,0.0,1.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79699,B0DTYDTKN8,0.0,2.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79721,B0F2N4N83Y,0.0,4.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79771,B0F678L8YT,0.0,1.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79773,B0F74DJYG6,0.0,13.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79775,B0F67775SH,0.0,3.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79811,B0FSF1N457,0.0,5.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79812,B0FS6TB7CP,0.0,6.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79843,B0FMF1D9NV,0.0,1.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79849,B0FPGDVVCX,0.0,3.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79971,B0GGHZWMVW,0.0,25.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79984,B0GM1CZC7Y,0.0,6.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79989,B0GN86G345,0.0,2.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79991,B0GN85NZQN,0.0,29.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79992,B0GN94YDY2,0.0,4.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA79993,B0GN8WW6BC,0.0,3.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBA80113,B0GYS6CJD9,0.0,3.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBK79271,B0DQ8W1RBV,0.0,2.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBK79347,B0D842173P,0.0,1.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBK79591,B0F29SZCVF,0.0,1.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBK79714,,0.0,1.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBK80015,B0GKNGWLJ2,0.0,1.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBK80024,B0GLHC8CB3,0.0,1.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBM79773,,0.0,4.0
NEXLEV,2026-08,Refund,VariableClosingFee,FBP79350,B0D67727VG,0.0,6.0
NEXLEV,2026-08,RefundCharge,GiftWrap,FBA78981,B0CDPP45BM,-25.42,1.0
NEXLEV,2026-08,RefundCharge,GiftWrapTax,FBA78981,B0CDPP45BM,-4.58,1.0
NEXLEV,2026-08,RefundCharge,Principal,FBA78980,B0CDPMX152,-21980.5,12.0
NEXLEV,2026-08,RefundCharge,Principal,FBA78981,B0CDPP45BM,-281947.37,83.0
NEXLEV,2026-08,RefundCharge,Principal,FBA78995,B0CDQ55W2M,-665.71,1.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79229,B0CQX9ZZMH,-1975.42,1.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79263,B0CYSLCRQS,-69123.84,28.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79273,B0D2LKB4BJ,-677.12,1.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79276,B0D2LJSQXZ,-25425.42,8.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79277,B0D672NXC8,-6100.85,1.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79279,B0D8445KJN,-719.5,1.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79280,B0D845B2DG,-1185.6,1.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79332,B0D63FKYZ5,-1008.57,1.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79349,B0D9KDQCCM,-12178.07,13.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79373,B0D2P5TGWK,-1266.92,5.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79374,B0D2P7WLJB,-253.39,1.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79381,B0D9KCNVNM,-1122.04,1.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79405,B0D9KFP4MG,-10781.369999999999,7.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79406,B0DCK3N2JJ,-15350.0,7.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79436,B0DGTGKPJR,-760.16,3.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79439,B0DCK7ZH5P,-48409.29,17.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79440,B0DCGHKRXX,-3218.64,2.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79452,B0DCGHVN81,-17449.13,10.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79463,B0DCK56Q85,-6607.64,3.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79467,B0DK9LYT4P,-846.61,1.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79469,B0DCK4DR1B,-2167.8,2.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79472,B0DFCDZWND,-1301.9,1.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79480,B0DDC3GVZW,-1346.62,1.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79488,B0DFCG2VGS,-2964.4,2.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79492,B0DT6Y7KJM,-1795.76,1.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79493,B0DQCWRG3H,-125046.45999999999,75.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79567,B0DNJS23HS,-273275.42,55.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79570,B0DKJXRXKM,-4365.24,3.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79590,B0DM6BB3VT,-8448.58,3.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79596,B0DMT19RWC,-1765.71,1.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79606,B0F2N37819,-253.38,1.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79652,B0F43P6D23,-200562.83,67.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79673,B0FJG5PFGQ,-2018.6399999999999,3.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79679,B0DVC7VJP1,-37621.18,7.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79682,B0DVC8NYY2,-4743.219999999999,3.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79686,B0DV94R4QD,-907.62,1.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79689,B0DVSZ2VVJ,-5713.33,1.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79692,B0DVC58QPZ,-3682.2,1.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79698,B0DTK4FY1G,-2421.9,1.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79699,B0DTYDTKN8,-7184.74,2.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79721,B0F2N4N83Y,-593.24,4.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79771,B0F678L8YT,-507.62,1.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79773,B0F74DJYG6,-2732.16,13.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79775,B0F67775SH,-633.0600000000001,3.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79811,B0FSF1N457,-2487.29,5.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79812,B0FS6TB7CP,-11181.36,6.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79843,B0FMF1D9NV,-233.05,1.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79849,B0FPGDVVCX,-14817.8,3.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79971,B0GGHZWMVW,-247775.34,25.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79984,B0GM1CZC7Y,-26257.62,6.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79989,B0GN86G345,-4235.6,2.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79991,B0GN85NZQN,-136331.36,29.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79992,B0GN94YDY2,-35657.63,4.0
NEXLEV,2026-08,RefundCharge,Principal,FBA79993,B0GN8WW6BC,-35590.68,3.0
NEXLEV,2026-08,RefundCharge,Principal,FBA80113,B0GYS6CJD9,-760.17,3.0
NEXLEV,2026-08,RefundCharge,Principal,FBK79271,B0DQ8W1RBV,-2513.56,2.0
NEXLEV,2026-08,RefundCharge,Principal,FBK79347,B0D842173P,-672.88,1.0
NEXLEV,2026-08,RefundCharge,Principal,FBK79591,B0F29SZCVF,-1462.86,1.0
NEXLEV,2026-08,RefundCharge,Principal,FBK79714,,-253.38,1.0
NEXLEV,2026-08,RefundCharge,Principal,FBK80015,B0GKNGWLJ2,-3304.24,1.0
NEXLEV,2026-08,RefundCharge,Principal,FBK80024,B0GLHC8CB3,-1367.8,1.0
NEXLEV,2026-08,RefundCharge,Principal,FBM79773,,-1013.56,4.0
NEXLEV,2026-08,RefundCharge,Principal,FBP79350,B0D67727VG,-6137.150000000001,6.0
NEXLEV,2026-08,RefundCharge,ReturnShipping,,,0.0,2.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA78980,B0CDPMX152,-218.65,5.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA78981,B0CDPP45BM,-1842.8,43.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79229,B0CQX9ZZMH,-33.9,1.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79263,B0CYSLCRQS,-505.94,15.0
NEXLEV,2026-08,RefundCharge,ShippingCharge,FBA79273,B0D2LKB4BJ,-33.9,1.0
