asin,week,brand,SKU,Model,(Parent) ASIN,Title,sessions,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,buy_box_pct,Featured Offer Percentage - B2B,units_ordered,Units Ordered - B2B,conversion_pct,Unit Session Percentage - B2B,ordered_product_sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B,gmv,Spend,Clicks,Impressions,attributed_sales,ams_orders,ad_channel,acos,roas,tacos,cac,attributed_sales_pct,organic_sales_pct
B0DV94R4QD,20,Nexlev,FBA79686,MGS-02,B0DV94R4QD,NexLev Massage Gun | Body Massager |6 Speed for Body Relaxation and Muscle Recovery | 4 Attachment| Compact & Portable Design | For Neck Shoulder Back Foot Calf | 1H Use Time |For Men & Women |MGS-02,105,2,0.0009,0.001,134,2,0.0009,0.0008,1.0,0.0,2,0,0.019,0.0,1438.983050847458,0.0,2,0,0,829.15,80.0,20287.0,808.57,1.0,SP_SD,1.0254523417885897,0.9751794005909667,,829.15,,
B0DV9CY3XR,20,Nexlev,FBA79687,MGC-03,B0DV9CY3XR,NexLev Massage Gun | Body Shoulder Neck Feet Calf & Back Massager | Cold Therapy for Muscle Recovery | 60° Heat Therapy for Relaxation | 6 Attachments | 6 Mode | Portable & Compact Design | MGC-03,26,0,0.0002,0.0,29,0,0.0002,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0DVC58QPZ,20,Nexlev,FBA79692,AP-03,B0DVC58QPZ,NexLev Smart Air Purifier | Home Room & Office Use upto 220 sq ft |True HEPA 13 Filter | Eliminate 99.99% Virus Dust Smoke Odor Pollen Allergens & Pollutants | Long Filter Life |3 Year Warranty |AP220,172,2,0.0013,0.0009,274,2,0.0017,0.0007,0.9922,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,SP_SD,,,,,,
B0DVC7VJP1,20,Nexlev,FBA79679,ST-01,B0DVC7VJP1,"NexLev Stand Mixer | 5L SS Bowl | 1500W |10 Speeds | Pulse Function |Planetary Rotation | Whisk, Beater & Dough Hook |100% Copper Motor | For Roti Atta, Cookie Dough, Cake, Whip Cream & more | ST-01",2460,62,0.0193,0.0292,3534,100,0.0217,0.0356,0.9961,0.963,14,0,0.0114,0.0,68900.00000000001,0.0,14,0,0,8826.79,483.0,97004.0,29655.94,6.0,SP_SD,0.2976398657402194,3.3597649881780347,,1471.131666666667,,
B0DVC8NYY2,20,Nexlev,FBA79682,HU-02,B0DVC8NYY2,"NexLev 2.2L Ultrasonic Cool Mist Humidifier for Bedroom, Baby Nursery & Plants | 30H Runtime, Quiet Operation, 360° Nozzle, Adjustable Mist, Auto Shut-Off, Leak Proof | HU-02",1220,30,0.009600000000000001,0.0141,1612,50,0.009899999999999999,0.0178,1.0,1.0,6,0,0.0098,0.0,7411.016949152543,0.0,6,0,0,3731.06,133.0,31759.0,0.0,0.0,SP_SD,,0.0,,,,
B0DVC91Q7J,20,Nexlev,FBA79693,TM-05,B0DVC91Q7J,NexLev Body & Intimate Trimmer for Men | Pubic Hair - Private Part Trimmer and Body Groomer |Vacuum for Mess Free Trimming | Ceramic Blades | Curved Edge for Safety | IPX7 Waterproof | TypeC |TM-05,13,1,0.0001,0.0005,16,1,0.0001,0.0004,0.9286,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0DVC9PRSD,20,Nexlev,FBA79683,AP-01,B0DVC9PRSD,NexLev Air Purifier for Living Room | 650 sqft Area |True HEPA 13 with 8500 Hrs Filter Life |Captures 99.99% Virus and PM 2.5 |Smart AQI Indicator |Home & Office Use|App Support|Sleep & Auto Mode| A6,56,2,0.0004,0.0009,64,2,0.0004,0.0007,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0DVCBR11D,20,Nexlev,FBA79677,NP-06,B0DVCBR11D,"nexlev Travel Neck Pillow | Orthopedic Premium Memory Foam | for Airplane, Car, Train, Office use & Cervical Pain | Machine Washable | 360 Support | Carry Pouch for Storage | NP-06",5,0,0.0,0.0,5,0,0.0,0.0,0.9231,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0DVCDD5VC,20,Nexlev,FBA79678,NP-07,B0DVCDD5VC,"nexlev Travel Neck Pillow | Orthopedic Premium Memory Foam | for Airplane, Car, Train, Office use & Cervical Pain | Machine Washable | 360 Support | Carry Pouch for Storage | NP-07",3,0,0.0,0.0,3,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0DVSZ2VVJ,20,Nexlev,FBA79689,CFM-02,B0DVSZ2VVJ,"NexLev Calf Massager Pro|Complete Feet Calf Knee and Thigh Massage|Hand like Massage with Air Compression and Heat Therapy|Pain Relief,Muscle Recovery & Enhanced Blood Circulation|3 Intensities|CFM-02",0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0F29SZCVF,20,Nexlev,FBK79591,KM-01,B0F29SZCVF,"NexLev Knee Massager for Joint Pain Relief |Controlled Vibration & Heating for Arthritis, Knee, Shoulder or Elbow pain | 15 modes |2 Extension Belt |Graphene Heating pad for Consistent Heating | KM-01",101,13,0.0008,0.0067,121,14,0.0008,0.0056,0.9823,1.0,1,1,0.0099,0.0769,1288.677966101695,1520.64,1,1,0,929.9300000000001,45.0,6274.0,0.0,0.0,SP_SD,,0.0,,,,
B0F2MZ8CG9,20,Nexlev,FBA79716,SM-01 Set of 2 Mops,B0F2MZ8CG9,NexLev Replacement Mop Cloth Pads (Set of 2) | Compatible with NexLev Steam Mop SM-01 | Reusable Microfiber Pads for Floor & Carpet Cleaning | Washable & Durable | Suitable for All Floor Types,5,0,0.0,0.0,9,0,0.0001,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0F2MZ9BJS,20,Nexlev,FBA79717,SPM-01 Set of 2 Mops,B0F2MZ9BJS,NexLev Replacement Mop Pads (Set of 2) | Compatible with NexLev Cordless Spin Mop SPM-01 | Soft Microfiber Cleaning Pads | Washable & Reusable | For All Floor Types | Easy to Attach & Remove,4,0,0.0,0.0,8,0,0.0001,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0F2N11VTN,20,Nexlev,FBA79607,LR-02 Set of 2 blades,B0F2N11VTN,NexLev Replacement Stainless Steel Blades (Set of 2) | Compatible with NexLev Lint Remover LR-02 | Sharp & Durable Blades for Effective Fabric Defuzzing | Easy to Replace | Smooth & Safe Performance,5,0,0.0,0.0,6,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0F2N1HTBT,20,Nexlev,FBA79714,SC-04 Set of 2 Mops,B0F2N1HTBT,NexLev Replacement Mop Cloth Pads (Set of 2) | Compatible with NexLev 10-in-1 Steam Cleaner & Mop SC-04 | Reusable Microfiber Pads for Floor Deep Cleaning | Washable & Durable | For All Floor Types,308,15,0.0025,0.0078,333,16,0.0021,0.0064,1.0,1.0,2,0,0.0065,0.0,805.0847457627119,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0F2N31GNX,20,Nexlev,FBA79657,SS-02 Set of Spares,B0F2N31GNX,NexLev Replacement Accessory Kit for Spin Scrubber SS-02 | Multipurpose Cleaning Heads for Home & Car,5,0,0.0,0.0,10,0,0.0001,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0F2N37819,20,Nexlev,FBA79606,LR-01 Set of 2 blades,B0F2N37819,NexLev Replacement Stainless Steel Blades (Set of 2) | Compatible with NexLev Lint Remover LR-01 | Sharp & Durable Blades for Effective Fabric Defuzzing | Easy to Replace | Smooth & Safe Performance,8,0,0.0001,0.0,12,0,0.0001,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0F2N4N83Y,20,Nexlev,FBA79721,MR-02 HEPA Filter,B0F2N4N83Y,"nexlev Replacement HEPA Filter | Compatible Cordless Mite Remover (MR-02) | Captures 99.99% Dust, Mites & Allergens | Washable & Durable Filter Maintain",14,1,0.0001,0.0005,15,1,0.0001,0.0004,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0F43P6D23,20,Nexlev,FBA79652,SC-05,B0F43P6D23,NexLev Steam Cleaner | Complete Home Kitchen Floor Bathroom Car & Office Cleaning machine | 9 Accessories | 450 ML | Window Pane Sink Grime Chimney Grease Water Stain Cleaner| 4 M Cord |1050W |SC-05,17854,478,0.14,0.2248,24782,690,0.1521,0.2454,0.999,1.0,135,4,0.0151,0.0167,320501.7033898305,11867.01,135,4,0,50590.64,2795.0,221492.0,185480.55,73.0,SP_SD,0.2727544208813269,3.6663017111465677,,693.0224657534246,,
B0F67775SH,20,Nexlev,FBA79775,VC-03 HEPA,B0F67775SH,nexlev Replacement HEPA Filter | Compatible Cordless Car Vacuum Cleaner VC-03 | Captures 99.97% Dust & Allergens | Washable & Durable Filter Maintain,26,0,0.0002,0.0,36,0,0.0002,0.0,1.0,0.0,8,0,0.3077,0.0,1688.135593220339,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0F678L8YT,20,Nexlev,FBA79771,SC-01 Set of Spares,B0F678L8YT,"nexlev Replacement Accessory Kit for Steam Cleaner SC-01 | Multipurpose Cleaning Attachments for Home, Kitchen, Bathroom & Car",262,11,0.0021,0.0057,274,11,0.0018,0.0044,1.0,1.0,2,0,0.0076,0.0,676.271186440678,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0F678RRCX,20,Nexlev,FBA79774,VC-02 HEPA,B0F678RRCX,nexlev Replacement HEPA Filter | Compatible Cordless Vacuum Cleaner VC-02 | Captures 99.97% Dust & Allergens | Washable & Durable Filter Maintain,66,3,0.0005,0.0016,88,5,0.0006,0.002,1.0,1.0,5,0,0.0758,0.0,1055.084745762712,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0F6795PDP,20,Nexlev,FBA79777,AP-01 HEPA,B0F6795PDP,Nexlev Professional Air Purifier HEPA Filter for Model A6,4,0,0.0,0.0,4,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0F679QJH4,20,Nexlev,FBA79776,VC-04 HEPA,B0F679QJH4,NexLev Replacement HEPA Filter | Compatible with NexLev Cordless Vacuum Cleaner & Blower VC-04 | Captures 99.97% Dust & Allergens | Washable & Durable Filter | Easy to Install & Maintain,5,1,0.0,0.0005,8,1,0.0001,0.0004,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0F67BSF2R,20,Nexlev,FBA79772,SC-02 Set of Spares,B0F67BSF2R,"NexLev Replacement Accessory Kit for Steam Cleaner SC-02 | Multipurpose Cleaning Attachments for Home, Kitchen, Bathroom & Car",98,1,0.0008,0.0005,142,1,0.0009,0.0004,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0F67BW7SF,20,Nexlev,FBA79778,AP-03 HEPA,B0F67BW7SF,NexLev Smart Air Purifier HEPA Filter for Model AP220,8,0,0.0001,0.0,8,0,0.0001,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0FJ1ZB4G9,20,Nexlev,FBA79707,ETC-08-BL,B0FJ1ZB4G9,Nexlev Rechargeable Electric Toothbrush| 120 Days Life | 35K strokes/min| Type C| 5 Modes for Daily Use| 2 Min timer with 30sec Quadpacer | 4 Brushheads| IPX7 Waterproof| For Men & Women | ETC-08 Blue,38,0,0.0003,0.0,46,0,0.0002,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,SP_SD,,,,,,
B0FJ8SFNRH,20,Nexlev,FBA79809,KE-03,B0FJ8SFNRH,"NexLev 1500W Electric Water Kettle | 1.8L | 304 SS - Auto Cut Off | 3x Protection| Instant Boiling, Water, Tea, Coffee, Noodles, Soup | Cool Touch Handle & Lid | 3Mins Rapid Heating | Cordless | KE-03",6,0,0.0,0.0,8,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,SP_SD,,,,,,
B0FJG5PFGQ,20,Nexlev,FBA79673,ETC-07-WH,B0FJG5PFGQ,Nexlev Rechargeable Electric Toothbrush| 120 Days Life | 35K strokes/min| Type C| 6 Modes for Daily Use| 2 Min timer with 30sec Quadpacer | 4 Brushheads| IPX7 Waterproof| For Men & Women | ETC-07 White,424,2,0.0033,0.0009,488,2,0.003,0.0007,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,SP_SD,,,,,,
B0FMF1D9NV,20,Nexlev,FBA79843,SC-04 Spare Set,B0FMF1D9NV,NexLev Accessory Kit for 10-in-1 Steam Cleaner & Mop SC-04 | Multipurpose Attachments for Deep Cleaning,351,13,0.0029,0.0067,378,14,0.0024,0.0056,1.0,1.0,2,0,0.0057,0.0,466.1016949152543,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0FPGDVVCX,20,Nexlev,FBA79849,CFM-03,B0FPGDVVCX,nexlev Calf Massager | Daily Use Leg Massager for Sore Muscle | Hand Like Massage with Air Compression | Improve Blood Circulation & Relieve Pain | 2500 mAh | Large Belt | Type C |CFM-03|Pack of 2,380,19,0.0031,0.0098,457,20,0.0029,0.008,0.9843,1.0,10,0,0.0263,0.0,40245.76271186441,0.0,10,0,0,224.11999999999998,13.0,2164.0,0.0,0.0,SP_SD,,0.0,,,,
B0FS6TB7CP,20,Nexlev,FBA79812,PB-01,B0FS6TB7CP,NexLev Portable Blender | 6 Leaf Stainless Steel Blade Portable Blender for Smoothie and Juices Milkshakes & Ice Crushing | 3000 mAh Type C Rechargeable Battery | 450ml | PB-01 | Kitchen & Travel Use,7944,46,0.06229999999999999,0.0216,10556,72,0.0648,0.0256,0.9998,1.0,31,1,0.0078,0.0435,59826.45762711865,2255.22,31,1,0,9762.289999999999,633.0,225569.0,25096.61,13.0,SP_SD,0.38898839325311263,2.5707707925087253,,750.9453846153846,,
B0FS7T8151,20,Nexlev,FBA79810,MF-01,B0FS7T8151,NexLev Rechargeable Milk Frother & Coffee Whisker | 3 Speed | Stainless Steel Dual Spring Tech | Perfect for Coffee Lattes Milk Hot Chocolate Omlete & Cream | Handheld Beater for Foam |MF-01,11,1,0.0001,0.0005,11,1,0.0001,0.0004,1.0,0.0,1,0,0.0909,0.0,473.7288135593221,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0FSF1N457,20,Nexlev,FBA79811,MC-01,B0FSF1N457,NexLev Mini Electric Chopper | 3D Stainless Steel Blade | Food Grade Bowl | For Mincing Garlic Ginger Onion Vegetable Meat Nuts | 250 ml | One Touch Operation | MC-01,711,17,0.0058,0.0088,881,19,0.0057,0.0076,0.9974,1.0,6,0,0.0084,0.0,2710.169491525424,0.0,6,0,0,415.11,47.0,7752.0,451.69,1.0,SP_SD,0.9190152538245258,1.088121220881212,,415.11,,
B0FT8R24QM,20,Nexlev,FBA79819,LR-03,B0FT8R24QM,"NexLev Portable Cordless Lint Remover | for Woollen, Sweaters, Jackets, Carpets | Fabric Brush | Rue & Burr Remover | Battery Powered Shaver | SS Blade | Safety Lock | LR-03",160,4,0.0013,0.0018,192,4,0.0012,0.0014,1.0,1.0,3,0,0.0375,0.0,1164.406779661017,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0FYNKYJFN,20,Nexlev,FBA79912,SC-05 SC-05 - Set of Spares,B0FYNKYJFN,"NexLev Replacement Accessory Kit for Steam Cleaner SC-05 | Multipurpose Cleaning Attachments for Home, Kitchen, Bathroom & Car",6,0,0.0,0.0,8,0,0.0001,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0FYNLPK1B,20,Nexlev,FBA79913,"VC-05 VC-05 -Set of Spares(Crevice, Brush & Hose)",B0FYNLPK1B,"nexlev 3-in-1 Accessory Kit for Cordless Wet & Dry Vacuum Cleaner VC-05 | for Car, Sofa & Home Cleaning | Easy to Attach & Durable Build",3,0,0.0,0.0,5,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0GKNGWLJ2,20,Nexlev,FBK80015,SPM-01,B0GKNGWLJ2,NexLev Cordless Spin Mop|50 Min Runtime|2 Extra Mop Pads | Type C | For Home Kitchen & Office Use | Water Spray Function|Self Propelling|Mopping for All Floor Types|LED for Corners and Underbed|SPM-01,537,21,0.0044,0.0109,835,34,0.0054,0.0136,0.9986,1.0,7,1,0.013,0.0476,18675.60169491525,3642.21,7,1,0,2319.45,189.0,43618.0,13911.030000000002,5.0,SP_SD,0.1667345983726582,5.997555454956996,,463.89,,
B0GLHC8CB3,20,Nexlev,FBK80024,SS-02,B0GLHC8CB3,"NexLev Spin Scrubber|6 Scrubbing Heads| For Kitchen, Bathroom, Tub, Glass | Complete cleaning tool for Home, Office & Car| 90 min runtime | 2600 mAh | Cordless Type C | 2 Modes|Adjustable Handle|SS-02",297,10,0.0024,0.0052,404,11,0.0026,0.0044,0.9948,1.0,1,0,0.0034,0.0,1439.830508474576,0.0,1,0,0,1215.69,69.0,12019.0,0.0,0.0,SP_SD,,0.0,,,,
B0GN85NZQN,20,Nexlev,FBA79991,DH-01,B0GN85NZQN,NexLev Dehumidifier for Room Moisture Absorption | 1000ML Tank | Ideal for Mold & Moisture Removal |For Room Wardrobe Kitchen Office| Auto Shut-Off Function| Preset Timer & Humidty Control | DH-01,2091,71,0.0171,0.0368,2586,84,0.0167,0.0335,0.989,0.9273,9,1,0.0043,0.0141,45724.06779661017,5980.7,9,1,0,0.0,0.0,0.0,0.0,0.0,SP_SD,,,,,,
B0GN86G345,20,Nexlev,FBA79989,CAP-05,B0GN86G345,Nexlev Car Air Purifier | H13 HEPA Filter & Activated Carbon | Negative Ion Generator | 360° Air Intake | USB Type-C | Starry Light for Car & Personal Use | Removes PM 2.5 & PM 10 | CAP-05,121,5,0.001,0.0026,147,6,0.0009,0.0024,0.9704,1.0,2,0,0.0165,0.0,3896.610169491526,0.0,2,0,0,2421.88,88.0,31677.0,3896.62,2.0,SP_SD,0.6215335341911709,1.6089236460931176,,1210.94,,
B0GN8N96R5,20,Nexlev,FBA79988,AP-04,B0GN8N96R5,"Nexlev Smart Air Purifier with H13 HEPA Filter | Up to 300 Sq Ft | PM2.5 & AQI Display | 360° Air Intake | Removes 99.99% Dust, Pollen, Allergen & Odors | Timer, Touch Control for Home & Office |AP-04",49,1,0.0004,0.0005,71,1,0.0005,0.0004,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0,934.32,31.0,21999.0,0.0,0.0,SP_SD,,0.0,,,,
B0GN8WW6BC,20,Nexlev,FBA79993,ST-03,B0GN8WW6BC,"NexLev Stand Mixer with Digital Timer | 2000W Copper Motor | 8L Stainless Steel Bowl | 6 Speed + Pulse| Planetary Rotation | Teflon Coated Accessories | Cake, Cookie, Pizza & Roti Dough Mixer| ST-03",124,2,0.001,0.001,157,2,0.001,0.0008,1.0,1.0,2,0,0.0161,0.0,21184.74576271186,0.0,2,0,0,847.57,45.0,6705.0,0.0,0.0,SP_SD,,0.0,,,,
B0GN94YDY2,20,Nexlev,FBA79992,ST-02,B0GN94YDY2,NexLev Stand Mixer with Digital Timer | 2000W Copper Motor | 6L Stainless Steel Bowl | 6 Speed Settings + Pulse | Metal Gears & Planetary Rotation | Teflon Coated Accessories | ST-02,155,5,0.0013,0.0026,196,5,0.0013,0.002,0.9945,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0,1049.31,56.0,9374.0,10592.37,1.0,SP_SD,0.09906281597036357,10.09460502616005,,1049.31,,
B0GYS6CJD9,20,Nexlev,FBA80113,SC-01_Mop_Cloth,B0GYS6CJD9,nexlev Replacement Mop Cloth for Steam Cleaner SC-01(Pack of 2),10,1,0.0001,0.0005,15,1,0.0001,0.0004,1.0,0.0,3,0,0.3,0.0,505.9322033898305,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,371.17,16.0,2626.0,0.0,0.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,106.75,8.0,677.0,0.0,0.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,205.3,11.0,1188.0,0.0,0.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,163.83,5.0,3928.0,0.0,0.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,163.83,5.0,3928.0,0.0,0.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,163.83,5.0,3928.0,0.0,0.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,104.195,6.0,422.0,0.0,0.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,104.195,6.0,422.0,0.0,0.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,1363.05,66.0,2081.0,2367.8,1.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,445.34,18.0,491.0,2770.34,1.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,486.94,24.0,546.0,0.0,0.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,458.65,22.0,2539.0,0.0,0.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,247.5433333333333,14.0,8430.0,0.0,0.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,247.5433333333333,14.0,8430.0,0.0,0.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,247.5433333333333,14.0,8430.0,0.0,0.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,429.51,32.0,20741.0,2541.53,1.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,887.9574831752088,79.0,22276.0,3547.46,2.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,1463.032516824791,130.0,36702.0,5844.93,2.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,234.11,15.0,549.0,0.0,0.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,8501.830922148376,224.0,25262.0,15949.01419905257,5.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,308.5366666666667,15.0,188.0,818.9266666666667,0.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,3273.372411184956,90.0,9261.0,6293.919134280768,2.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,4927.734352504465,398.0,10002.0,26657.11,9.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,2975.875647495534,240.0,6041.0,16098.32,6.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,2361.43,145.0,31592.0,8050.47,5.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,2497.05005429707,132.0,23496.0,8598.58829355168,9.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,756.8499457029299,40.0,7122.0,2606.21170644832,3.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,4433.143570811519,381.0,10846.0,4201.436002353909,2.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,1247.676429188481,107.0,3053.0,1182.46399764609,1.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,7053.09,443.0,16439.0,29738.12,10.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,534.1999999999999,48.0,2485.0,5949.5,3.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,1359.899455669874,61.0,2215.0,3895.966416957186,1.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,5553.29398262411,248.0,9045.0,15909.59299938578,4.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,3004.056561706017,134.0,4893.0,8606.300583657032,2.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,1061.820125740322,52.0,8041.0,4500.301235885336,1.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,3025.882502331749,148.0,22913.0,12824.56645412807,3.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,769.7473719279279,38.0,5829.0,3262.412309986596,1.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,1899.516961766281,139.0,42343.0,6285.616036365866,3.0,SB,,,,,,
__SB__,20,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,1111.223038233719,82.0,24770.0,3677.103963634135,1.0,SB,,,,,,
B0CDPMX152,21,Nexlev,FBA78980,GS-02,B0CDPMX152,Nexlev Steam Iron Handheld For Clothes | Hand Iron Steamer For Clothes 1500W Garment Steamer | 300ML Tank | Vertical & Horizontal Steam Press for Clothes | 25s Quick Heat | Travel Friendly GS-02,1210,22,0.0145,0.0128,1686,34,0.0154,0.0142,0.9947999999999999,1.0,13,2,0.0215,0.1818,20922.8813559322,4448.0,13,2,0,64.16,3.0,964.0,0.0,0.0,SP_SD,,0.0,,,,
B0CDPP45BM,21,Nexlev,FBA78981,SC-01,B0CDPP45BM,"NexLev Steam Cleaner For Home | For Complete Home Kitchen Bathroom Car Sofa & Office | Steam Cleaner With 9 Accessories | 300 ML | Window Pane, Sink, Chimney Grease, Water Stain Cleaner | 1000W",20110,412,0.2416,0.2401,27162,600,0.2482,0.2504,0.9984000000000001,1.0,75,2,0.007500000000000001,0.0097,242972.8813559322,7998.0,72,1,0,27187.55,1857.0,82948.0,107918.56,32.0,SP_SD,0.2519265453504939,3.96941099878437,,849.6109375,,
